sector,monto_financiado,num_rondas,tamano_equipo,exp_fundadores,presencia_redes,ubicacion,inversores_destacados,descripcion,tiempo_fundacion,estado_operativo,viabilidad
SaaS,5940216.1,3.0,21.0,4.4,37.2, cusco ,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia,2023.0,en pausa,1
Gaming,182819.6,3.0,30.0,2.4,69.3,Lima,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. cofundadores con 5+ años de experiencia en Logistics. MVP listo y primeros beta testers. dependencia alta de marketing pago,2021.0,prototipo,1
Gaming,2549755.6,4.0,17.0,4.0,20.7,Santiago,0.0,apoyo de inversores reconocidos. MRR de $5569 con 98 clientes activos. MVP listo y primeros beta testers. sin modelo de ingresos definido,2008.0,Activo,1
SaaS ,934407.8,5.0,39.0,2.9,73.5,Piura,0.0,buena presencia en redes. operando en el mercado. crecimiento mensual 14% y churn bajo. MVP listo y primeros beta testers,2019.0,activo,1
Gaming,883229.1,4.0,28.0,0.1,70.9,Buenos Aires,0.0,operando en el mercado. MRR de $10574 con 172 clientes activos. aún sin usuarios activos,2025.0,activo,1
AI/ML,3270274.3,4.0,25.0,2.4,65.9,CDMX,Sí,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. enfocado en AgroTech con enfoque API-first. aún sin usuarios activos,2009.0,prototipo,0
Fintech,3126175.1,4.0,44.0,6.5,15.5,Trujillo,1.0,apoyo de inversores reconocidos. equipo con 8+ años de experiencia. operando en el mercado. MRR de $4582 con 7 clientes activos. enfocado en Fintech con enfoque SaaS,2019.0,activo,1
EdTech,1730110.3,1.0,50.0,6.0,55.0,Piura,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. acuerdos B2B con 8 empresas y pipeline sólido,2007.0,activo,1
fintech,3201766.9,0.0,35.0,3.7,52.2,Quito,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 9 empresas y pipeline sólido. enfocado en AI/ML con enfoque B2C. aún sin usuarios activos,2010.0,activo,1
EdTech,1269274.0,5.0,4.0,4.0,20.2,Trujillo,0.0,sin modelo de ingresos definido,2024.0, ACTIVO ,0
SaaS,4357014.1,1.0,36.0,2.0,68.6,Santiago,0.0,apoyo de inversores reconocidos. buena presencia en redes,2018.0,activo,0
HealthTech,1305354.6,0.0,42.0,5.2,150.9,Lima,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. expansión a Piura en próximos meses,2011.0,activo,1
 Fintech,211359.5,0.0,17.0,6.9,3.8,Trujillo ,1.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 6 empresas y pipeline sólido. enfocado en AI/ML con enfoque marketplace. dependencia alta de marketing pago,2024.0,activo,1
 agrotech,406105.6,0.0,14.0,2.3,10.4,Cdmx,0.0,equipo con 5+ años de experiencia. expansión a Santiago en próximos meses. sin modelo de ingresos definido,2010-aprox,cerrado,0
Gaming,1684907.3,2.0,5.0,5.9,37.7,quito ,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $12768 con 47 clientes activos. MVP listo y primeros beta testers. sin modelo de ingresos definido,2024.0,en pausa,1
Fintech,4006545.6,0.0,7.0,4.1,53.1,Bogotá,0.0,apoyo de inversores reconocidos. operando en el mercado. cofundadores con 3+ años de experiencia en Fintech. sin modelo de ingresos definido,2022.0,en pausa,0
AI/ML,5507921.2,0.0,5.0,3.5,44.7,Piura,0.0,equipo con 8+ años de experiencia. cofundadores con 8+ años de experiencia en EdTech. sin modelo de ingresos definido,2013.0,activo,0
HealthTech,436934.8,4.0,1.0,2.5,14.6,Arequipa,0.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Lima en próximos meses,2015.0,en pausa,0
Fintech,5060555.3,5.0,46.0,5.9,61.7,Cusco,1.0,equipo con 6+ años de experiencia. operando en el mercado. MRR de $4254 con 157 clientes activos. expansión a Santiago en próximos meses,2022.0,cerrado,1
SaaS,3998220.9,5.0,50.0,5.6,56.7,Cusco,1.0,financiamiento semilla cerrado. operando en el mercado. MRR de $3859 con 192 clientes activos,2022.0,en pausa,1
EdTech,689617.5,5.0,43.0,3.6,48.1, nan,0.0,apoyo de inversores reconocidos. operando en el mercado. enfocado en HealthTech con enfoque SaaS,2007.0,activo ,0
SaaS,140096.5,1.0,43.0,4.5,54.2, Santiago,0.0,crecimiento mensual 25% y churn bajo. sin modelo de ingresos definido,2013/2014,activo,0
Logistics,250559.7,5.0,10.0,2.8,25.0,Bogotá,0.0,operando en el mercado. crecimiento mensual 18% y churn bajo,2009.0, prototipo,0
Logistics,3834633.9,5.0,9.0,7.5,55.6,Quito,0.0,financiamiento semilla cerrado. equipo con 9+ años de experiencia. operando en el mercado,2010.0,activo,1
 Travel,3901742.6,0.0,47.0,9.9,38.5,Piura,0.0,apoyo de inversores reconocidos. cofundadores con 3+ años de experiencia en Logistics. expansión a Quito en próximos meses,2005.0, prototipo ,1
EdTech,6348601.4,0.0,38.0,1.8,28.3,lima,0.0,financiamiento semilla cerrado. acuerdos B2B con 2 empresas y pipeline sólido. MVP listo y primeros beta testers,2014.0,activo,1
e-commerce,4549493.1,0.0,21.0,1.1,10.4,Cusco,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Buenos Aires. expansión a Quito en próximos meses. aún sin usuarios activos,2012-aprox,prototipo ,1
Fintech,79116.5,5.0,35.0,4.1,2.4,CDMX,No,apoyo de inversores reconocidos. buena presencia en redes. crecimiento mensual 14% y churn bajo. expansión a Quito en próximos meses,2010.0,prototipo,0
Fintech,492928.8,3.0,7.0,7.5,51.8, Santiago ,0.0,financiamiento semilla cerrado. operando en el mercado. MRR de $3940 con 15 clientes activos,2019.0,en pausa,0
Fintech,692593.5,3.0,24.0,7.1,60.8,Piura,1.0,financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. MRR de $1442 con 126 clientes activos,2018.0,prototipo,1
E-commerce ,89308.2,1.0,4.0,4.3,14.7, Trujillo ,0.0,equipo con 5+ años de experiencia. MRR de $8291 con 125 clientes activos. MVP listo y primeros beta testers,2024.0,en pausa,0
logistics,6099797.4,0.0,7.0,4.6,63.1,Trujillo,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido,2020.0, Activo ,1
AI/ML,2815932.0,4.0,9.0,7.7,86.7,Cusco,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. MVP listo y primeros beta testers,2013.0,activo,1
Travel,2298418.2,1.0,6.0,1.2,47.4,Piura,0.0,equipo con 5+ años de experiencia. MRR de $4230 con 140 clientes activos. expansión a Santiago en próximos meses,2024.0, activo,0
AI/ML,2747299.8,2.0,28.0,2.4,150.5, CUSCO,0.0,buena presencia en redes. MRR de $4337 con 24 clientes activos. expansión a Cusco en próximos meses,2005.0, PROTOTIPO,1
Gaming,3360630.1,5.0,31.0,1.6,37.7,Santiago,0.0,operando en el mercado. cofundadores con 4+ años de experiencia en E-commerce. enfocado en E-commerce con enfoque API-first,2014.0, cerrado ,0
Fintech,14989466.3,5.0,12.0,5.9,60.7,Arequipa,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $5940 con 44 clientes activos. expansión a Trujillo en próximos meses,2024.0,en pausa,1
E-commerce,122995.7,4.0,15.0,7.2,60.9,Buenos Aires ,0.0,buena presencia en redes. operando en el mercado. expansión a Santiago en próximos meses,2013.0,CERRADO,1
AI/ML,2664112.2,3.0,1.0,6.8,36.5,Lima,0.0,financiamiento semilla cerrado. operando en el mercado. crecimiento mensual 23% y churn bajo. enfocado en SaaS con enfoque B2B,2012.0,activo,1
 Fintech,1372303.7,1.0,39.0,5.7,32.1,Santiago,1.0,buena presencia en redes. expansión a CDMX en próximos meses,2016.0,activo,1
Gaming,2041249.4,4.0,37.0,1.8,44.6,Quito,1.0,operando en el mercado. cofundadores con 2+ años de experiencia en HealthTech. enfocado en HealthTech con enfoque marketplace. aún sin usuarios activos,2019.0,activo,1
HealthTech,2373195.1,2.0,29.0,2.9,54.7, AREQUIPA ,0.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Bogotá en próximos meses,2024.0,activo,1
Travel,2002934.6,0.0,40.0,2.5,39.6,Piura,Sí,operando en el mercado. MRR de $5710 con 110 clientes activos. expansión a Lima en próximos meses,2007.0, Activo ,1
Fintech,2818376.8,5.0,30.0,8.1,15.6,Bogotá,0.0,equipo con 5+ años de experiencia. expansión a Trujillo en próximos meses. sin modelo de ingresos definido,2017.0,prototipo,0
AI/ML ,7632000.0,1.0,42.0,1.1,45.2,Santiago,1.0,financiamiento semilla cerrado. buena presencia en redes. acuerdos B2B con 13 empresas y pipeline sólido. dependencia alta de marketing pago,2006.0,prototipo,0
Agrotech,5315759.3,3.0,10.0,6.0,84.5, Cusco,1.0,equipo con 5+ años de experiencia. operando en el mercado,2019.0,activo,1
HealthTech,4827969.8,4.0,1.0,5.2,38.8,Piura,Sí,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 19 empresas y pipeline sólido. enfocado en Fintech con enfoque B2B,2006.0,prototipo,1
E-commerce,9458037.6,2.0,40.0,3.7,45.0,Piura,0.0,equipo con 7+ años de experiencia. expansión a Quito en próximos meses,2013.0,activo,1
SaaS,2743238.1,0.0,6.0,3.4,46.4,Lima,0.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Piura. sin modelo de ingresos definido,2006.0,prototipo,0
EdTech,7994272.8,3.0,12.0,6.1,36.1,piura,1.0,apoyo de inversores reconocidos. operando en el mercado. tracción probada: piloto pagado en CDMX. aún sin usuarios activos,2022.0,activo,1
HEALTHTECH,1980485.4,2.0,31.0,3.3,49.4, lima,0.0,buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Arequipa. MVP listo y primeros beta testers,2021.0,activo,0
 FINTECH ,581200.0,0.0,2.0,0.7,86.9,Quito ,Sí,financiamiento semilla cerrado. operando en el mercado. cofundadores con 3+ años de experiencia en AI/ML. aún sin usuarios activos,2005.0,activo,0
AI/ML,14984446.6,0.0,10.0,3.8,75.4,Piura,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 17 empresas y pipeline sólido,2005.0,Activo,1
Logistics,5732558.4,4.0,20.0,2.4,75.6,Quito,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. cofundadores con 6+ años de experiencia en Travel. equipo parcial y tiempo limitado,2024.0,prototipo,1
E-commerce,891102.0,2.0,29.0,4.1,59.4,bogotá,0.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Cusco. expansión a Santiago en próximos meses. dependencia alta de marketing pago,2011.0,PROTOTIPO ,0
 SaaS ,8763140.5,2.0,16.0,2.6,25.4, Santiago,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido. sin modelo de ingresos definido,2022.0,activo,1
EdTech,1113864.5,0.0,8.0,2.9,17.1,Bogotá,0.0,apoyo de inversores reconocidos,2009.0, Prototipo ,0
Fintech ,1585843.1,1.0,34.0,3.2,66.6,Quito,0.0,equipo con 7+ años de experiencia. enfocado en EdTech con enfoque B2B. dependencia alta de marketing pago,2024/2025,activo,0
AgroTech,246474.8,2.0,26.0,6.5,56.5,Quito,0.0,equipo con 8+ años de experiencia. operando en el mercado. enfocado en Logistics con enfoque SaaS. dependencia alta de marketing pago,2012.0,prototipo,1
Travel,793284.8,0.0,14.0,2.7,50.5,Trujillo,1.0,operando en el mercado. expansión a Trujillo en próximos meses,2009.0,activo,0
Logistics,4592649.2,3.0,50.0,4.3,48.8, Buenos Aires ,0.0,equipo con 6+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Trujillo,2013.0, Prototipo,0
Fintech,232000.0,1.0,22.0,6.9,32.5,Quito,1.0,equipo con 5+ años de experiencia. acuerdos B2B con 15 empresas y pipeline sólido. expansión a Piura en próximos meses,2017.0,activo,1
E-commerce,781742.8,4.0,5.0,2.3,56.3,Cusco,0.0,apoyo de inversores reconocidos. expansión a Quito en próximos meses,2008.0,activo ,0
 Gaming,1198369.0,2.0,39.0,5.2,26.1,CDMX,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en AI/ML con enfoque B2B,2020.0,prototipo,1
Logistics,2429598.4,2.0,50.0,4.1,66.6,Arequipa,No,cofundadores con 2+ años de experiencia en Logistics. enfocado en Logistics con enfoque B2C. aún sin usuarios activos,2023.0, Activo,1
TRAVEL ,1388406.8,1.0,33.0,1.1,29.6, Quito,0.0,equipo con 6+ años de experiencia. operando en el mercado. enfocado en AI/ML con enfoque SaaS,2024.0,activo,0
 AgroTech,7879226.9,3.0,43.0,4.0,55.2, bogotá ,0.0,expansión a Santiago en próximos meses. dependencia alta de marketing pago,2023.0,prototipo ,0
travel,4996174.1,5.0,47.0,5.7,66.7,Trujillo,0.0,financiamiento semilla cerrado. equipo con 8+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2013.0,activo,1
E-commerce,187890.5,5.0,47.0,0.0,45.6,Arequipa,0.0,apoyo de inversores reconocidos. operando en el mercado. enfocado en SaaS con enfoque B2C,2009.0,activo,0
AgroTech,2248557.9,1.0,42.0,1.8,39.3, Piura,1.0,operando en el mercado. MVP listo y primeros beta testers. dependencia alta de marketing pago,2022.0,activo,1
AI/ML,9010466.0,5.0,34.0,7.3,49.5, Piura ,0.0,buena presencia en redes. operando en el mercado. MVP listo y primeros beta testers,2005.0,prototipo,0
SaaS,1196162.5,2.0,9.0,7.2,54.5,Trujillo,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 16 empresas y pipeline sólido. dependencia alta de marketing pago,2019.0,prototipo,1
HealthTech,731242.8,0.0,35.0,5.1,16.7, Buenos Aires ,1.0,apoyo de inversores reconocidos. equipo con 8+ años de experiencia. cofundadores con 8+ años de experiencia en SaaS. MVP listo y primeros beta testers,2009/2010,activo,1
e-commerce,4186106.6,0.0,30.0,8.2,52.2,Arequipa,0.0,expansión a Lima en próximos meses. equipo parcial y tiempo limitado,2019.0, Activo ,0
EdTech,2858273.4,4.0,5.0,5.6,43.0, Bogotá ,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. enfocado en AI/ML con enfoque API-first. aún sin usuarios activos,2005.0,prototipo,0
Logistics,440800.0,4.0,27.0,3.8,46.9, Buenos Aires,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. acuerdos B2B con 7 empresas y pipeline sólido. MVP listo y primeros beta testers,2025.0,cerrado,0
Fintech ,6716820.5,0.0,15.0,8.2,80.5, arequipa ,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. MRR de $3486 con 145 clientes activos,2013.0,activo,1
 Logistics,2504488.3,2.0,41.0,7.7,68.9, CDMX ,1.0,operando en el mercado. tracción probada: piloto pagado en Piura. enfocado en Fintech con enfoque API-first,2024.0, PROTOTIPO ,1
EdTech,1869936.3,4.0,10.0,3.6,69.7, Cusco,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. expansión a Santiago en próximos meses,2024.0,activo,1
Logistics,6647750.6,4.0,17.0,6.5,85.3, Santiago ,Sí,financiamiento semilla cerrado. equipo con 8+ años de experiencia,2020.0,prototipo,1
 saas,2460329.1,5.0,36.0,7.6,49.0,Piura,1.0,operando en el mercado. crecimiento mensual 20% y churn bajo. MVP listo y primeros beta testers,2019.0,En Pausa,1
e-commerce ,9682830.2,2.0,48.0,3.4,19.8,Lima,1.0,equipo con 8+ años de experiencia. tracción probada: piloto pagado en Santiago,2019.0,activo,1
 EdTech,3201937.9,5.0,30.0,7.6,70.0,CDMX,0.0,operando en el mercado,2024.0,en pausa,1
Gaming,2249715.4,0.0,34.0,9.0,52.2,Piura,0.0,financiamiento semilla cerrado. buena presencia en redes. tracción probada: piloto pagado en Trujillo. MVP listo y primeros beta testers. aún sin usuarios activos,2023.0,prototipo,1
Healthtech,2918772.0,0.0,43.0,3.5,132.2, cdmx,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. enfocado en AI/ML con enfoque SaaS. equipo parcial y tiempo limitado,2014.0,activo,0
EdTech ,4244400.0,2.0,1.0,4.4,57.9, buenos aires ,0.0,apoyo de inversores reconocidos. MRR de $3329 con 138 clientes activos. enfocado en Fintech con enfoque app móvil,2018-aprox, Prototipo ,1
Travel,2159445.0,1.0,42.0,4.3,32.4, Arequipa,0.0,operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido. aún sin usuarios activos,2015.0,activo,0
Logistics,3084180.4,3.0,11.0,3.4,55.1,Piura,1.0,apoyo de inversores reconocidos. operando en el mercado. tracción probada: piloto pagado en Bogotá,2022.0,prototipo,0
Logistics,567613.5,4.0,38.0,1.5,71.9,Cdmx ,Sí,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. MVP listo y primeros beta testers. aún sin usuarios activos,2015.0,prototipo,1
 Logistics,540489.4,0.0,37.0,6.5,85.4,Cdmx,1.0,financiamiento semilla cerrado. acuerdos B2B con 3 empresas y pipeline sólido. MVP listo y primeros beta testers,2023.0,prototipo,1
E-commerce,17303907.0,2.0,28.0,3.6,11.7,Bogotá,1.0,equipo con 8+ años de experiencia. operando en el mercado,2025.0, activo,1
 gaming,2635625.9,5.0,15.0,6.4,27.6,Arequipa ,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. crecimiento mensual 27% y churn bajo. equipo parcial y tiempo limitado,2018.0,activo,1
EdTech,2937302.3,3.0,50.0,5.0,52.4,Bogotá,0.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido. enfocado en Fintech con enfoque marketplace. aún sin usuarios activos,2019-aprox,activo,0
HealthTech,356181.3,1.0,30.0,2.3,22.6,Buenos Aires,1.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Piura. expansión a Lima en próximos meses. equipo parcial y tiempo limitado,2024.0,Activo ,1
HealthTech,3747466.0,3.0,16.0,6.4,35.9, cusco,0.0,operando en el mercado. cofundadores con 3+ años de experiencia en SaaS. MVP listo y primeros beta testers,2009.0,activo,1
agrotech ,2390137.0,3.0,26.0,8.3,29.0,Arequipa,1.0,buena presencia en redes. equipo con 5+ años de experiencia. acuerdos B2B con 16 empresas y pipeline sólido. expansión a Buenos Aires en próximos meses,2005.0, Activo,1
Gaming,4179606.1,0.0,15.0,7.0,46.3, Cusco ,0.0,apoyo de inversores reconocidos. enfocado en Logistics con enfoque marketplace,2016/2017, activo,1
 EDTECH,1332365.8,0.0,50.0,3.7,43.3,arequipa ,No,financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 9 empresas y pipeline sólido. enfocado en EdTech con enfoque app móvil,2014.0, prototipo,1
AgroTech,14714532.7,3.0,20.0,4.8,5.7,Buenos Aires,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2013.0,Activo ,1
Logistics,642722.5,5.0,24.0,3.1,39.2,bogotá,0.0,financiamiento semilla cerrado. equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en AI/ML. expansión a Cusco en próximos meses. aún sin usuarios activos,2015.0, Prototipo,0
 EDTECH,1918465.4,2.0,44.0,5.3,72.2, buenos aires,0.0,tracción probada: piloto pagado en Bogotá. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2017.0,prototipo,1
HealthTech,601864.9,3.0,29.0,7.6,108.8,PIURA,Sí,operando en el mercado. enfocado en AI/ML con enfoque API-first,2009.0,activo ,1
 FINTECH ,1482702.3,1.0,7.0,5.1,92.3,Santiago,0.0,buena presencia en redes. tracción probada: piloto pagado en Piura. MVP listo y primeros beta testers. aún sin usuarios activos,2007.0,prototipo,0
HealthTech,510789.4,1.0,50.0,5.0,7.6, trujillo,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 9+ años de experiencia. tracción probada: piloto pagado en CDMX. MVP listo y primeros beta testers,2013.0,NAN ,0
GAMING ,8009304.3,4.0,43.0,1.4,51.1, Santiago ,0.0,apoyo de inversores reconocidos. crecimiento mensual 29% y churn bajo. MVP listo y primeros beta testers,2013.0,activo ,0
saas ,1196150.9,4.0,10.0,0.0,61.2,Quito,0.0,buena presencia en redes,2006.0, activo ,0
AgroTech,4944640.2,0.0,44.0,4.9,60.5,Piura,1.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 14 empresas y pipeline sólido. enfocado en E-commerce con enfoque app móvil. sin modelo de ingresos definido,2005.0,Prototipo ,1
EdTech,1986257.7,2.0,11.0,2.5,35.9,Quito,Sí,apoyo de inversores reconocidos. crecimiento mensual 29% y churn bajo. MVP listo y primeros beta testers,2017.0,activo,0
E-COMMERCE ,127600.0,4.0,44.0,5.2,76.4,Lima,0.0,operando en el mercado. cofundadores con 3+ años de experiencia en AgroTech. MVP listo y primeros beta testers. sin modelo de ingresos definido,2018.0,prototipo,1
 Travel,1045341.1,3.0,28.0,6.2,43.8,CDMX,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 9+ años de experiencia. operando en el mercado. crecimiento mensual 14% y churn bajo. sin modelo de ingresos definido,2010.0, Prototipo,1
AgroTech,370878.9,2.0,50.0,2.4,117.8,Bogotá,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 8+ años de experiencia. expansión a Buenos Aires en próximos meses. sin modelo de ingresos definido,2012.0,activo,1
Fintech,5814446.7,2.0,28.0,7.4,46.7,Quito,0.0,equipo con 7+ años de experiencia. expansión a Piura en próximos meses. equipo parcial y tiempo limitado,2025.0, Activo ,1
Fintech,2307954.7,4.0,5.0,3.5,32.5,Lima,0.0,operando en el mercado. equipo parcial y tiempo limitado,2024-aprox,activo,0
 Logistics,1764422.2,4.0,24.0,2.6,35.7,Lima ,0.0,buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Piura. expansión a Cusco en próximos meses. dependencia alta de marketing pago,2022.0,activo,1
HealthTech,3727066.4,1.0,12.0,0.8,70.2,Buenos Aires,0.0,equipo con 6+ años de experiencia. expansión a CDMX en próximos meses,2021.0,activo,1
Logistics ,1666751.3,1.0,15.0,1.4,42.6,Quito ,0.0,buena presencia en redes. equipo con 6+ años de experiencia. acuerdos B2B con 9 empresas y pipeline sólido. expansión a Trujillo en próximos meses,2023.0, activo,0
Logistics,2192283.5,0.0,28.0,0.0,87.0,Quito,0.0,apoyo de inversores reconocidos. crecimiento mensual 29% y churn bajo. MVP listo y primeros beta testers,2022.0, Activo,0
 Ai/Ml ,530791.6,2.0,32.0,8.2,138.9,Santiago,1.0,tracción probada: piloto pagado en Arequipa. enfocado en SaaS con enfoque API-first. equipo parcial y tiempo limitado,2010.0, prototipo ,1
Fintech,5054149.0,0.0,27.0,5.2,53.6,Trujillo,0.0,apoyo de inversores reconocidos. buena presencia en redes. enfocado en HealthTech con enfoque B2C,2025.0,prototipo,0
 Travel ,1530069.1,3.0,37.0,2.3,30.3, Quito,0.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en Fintech. sin modelo de ingresos definido,2025.0,cerrado,0
Travel,3195158.5,4.0,35.0,7.1,-4.2, Bogotá,1.0,apoyo de inversores reconocidos. acuerdos B2B con 19 empresas y pipeline sólido. aún sin usuarios activos,2024.0, EN PAUSA ,1
Fintech,9214859.0,3.0,42.0,4.9,27.7,Buenos Aires,1.0,equipo con 6+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers. aún sin usuarios activos,2008.0,activo,1
EdTech,3613994.5,1.0,46.0,8.6,10.5,Santiago ,1.0,financiamiento semilla cerrado. equipo con 5+ años de experiencia. expansión a Bogotá en próximos meses,2025-aprox,prototipo,1
Fintech,2740241.1,3.0,3.0,3.0,66.6,Piura,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. tracción probada: piloto pagado en Cusco. sin modelo de ingresos definido,2019.0,en pausa,1
Gaming,3339014.2,0.0,33.0,6.0,151.1,Cdmx,0.0,equipo con 8+ años de experiencia. tracción probada: piloto pagado en Santiago,2006-aprox,activo,1
Logistics,331600.0,1.0,4.0,4.9,50.6,buenos aires,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 16 empresas y pipeline sólido. dependencia alta de marketing pago,2018.0,prototipo,1
HealthTech,136706.9,2.0,29.0,3.6,69.8, Buenos Aires ,No,financiamiento semilla cerrado. acuerdos B2B con 2 empresas y pipeline sólido. MVP listo y primeros beta testers,2022.0,activo,1
E-commerce,2153859.8,3.0,18.0,5.5,27.6,quito ,1.0,apoyo de inversores reconocidos. operando en el mercado. enfocado en HealthTech con enfoque B2C. dependencia alta de marketing pago,2013.0,prototipo,1
SaaS,364400.0,1.0,21.0,8.0,58.9,Piura,0.0,operando en el mercado. tracción probada: piloto pagado en Lima. expansión a Lima en próximos meses. dependencia alta de marketing pago,2019.0,prototipo,1
EdTech,138903.7,1.0,42.0,3.0,35.2,Quito,0.0,equipo con 7+ años de experiencia. operando en el mercado. expansión a Bogotá en próximos meses,2014.0,activo,1
Saas,1353953.3,0.0,15.0,4.0,31.1,Quito,0.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Bogotá en próximos meses,2011/2012, activo,1
EdTech,2225527.1,3.0,23.0,4.5,20.0,Piura,0.0,equipo con 5+ años de experiencia. expansión a Santiago en próximos meses. sin modelo de ingresos definido,2017.0,prototipo,0
Fintech,1446196.9,2.0,29.0,3.5,15.2,Lima,0.0,equipo con 5+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en CDMX,2009.0,activo,0
AI/ML,883029.3,1.0,23.0,2.5,39.0,Quito,0.0,financiamiento semilla cerrado. crecimiento mensual 21% y churn bajo,2017.0,activo,1
SaaS,2265961.0,1.0,41.0,8.4,52.1,TRUJILLO ,0.0,enfocado en Fintech con enfoque SaaS,2014.0,en pausa,1
EdTech,2924764.4,3.0,47.0,5.6,57.5,Piura,0.0,apoyo de inversores reconocidos. operando en el mercado. crecimiento mensual 14% y churn bajo. enfocado en Fintech con enfoque B2C. dependencia alta de marketing pago,2024.0,activo,1
logistics,742400.0,0.0,32.0,5.3,50.4,Quito,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia,2011-aprox, Activo,1
 Ai/Ml,412589.7,3.0,35.0,6.0,101.4,Arequipa,1.0,equipo con 6+ años de experiencia. expansión a CDMX en próximos meses,2010.0,prototipo,1
Gaming,4680092.1,5.0,6.0,5.9,38.0,Santiago,0.0,expansión a Arequipa en próximos meses,2012.0,activo,0
 Travel,2734111.3,1.0,41.0,2.4,22.1,Bogotá,0.0,acuerdos B2B con 2 empresas y pipeline sólido. expansión a Piura en próximos meses. aún sin usuarios activos,2013.0,ACTIVO ,0
e-commerce,1745949.8,2.0,15.0,5.6,30.1, Arequipa ,1.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en Travel. enfocado en Travel con enfoque API-first,2025.0, Activo ,0
HealthTech,138518.0,5.0,6.0,5.7,30.3,Bogotá,1.0,equipo con 6+ años de experiencia. tracción probada: piloto pagado en Arequipa,2005/2006,prototipo,1
Logistics,4638115.9,3.0,10.0,4.9,81.6,Bogotá,0.0,operando en el mercado. acuerdos B2B con 8 empresas y pipeline sólido,2013.0,en pausa,0
Gaming,4944194.1,5.0,6.0,5.7,79.7,CDMX,0.0,sin modelo de ingresos definido,2011.0,activo,0
